File created on 07/10/2010 at 16:53:22

[header]
satellites
time
latitude
longitude
height
YAW__
YAW_

[channel units]



[comments]
Log Rate (Hz) : 1
Software Version : 1.9.8 (Build 004)
Created from KML File
Track Offset (metres):0.00;0.00

[column names]
sats time lat long height YAW__ YAW_ 
[data]
020 000000.00 +03025.93068 -00358.63956 +00495.14 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92990 -00358.63986 +00495.22 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92912 -00358.64022 +00495.28 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92828 -00358.64058 +00495.36 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92750 -00358.64094 +00495.42 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92672 -00358.64124 +00495.48 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92594 -00358.64160 +00495.54 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92516 -00358.64190 +00495.60 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92444 -00358.64226 +00495.66 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92366 -00358.64262 +00495.73 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92288 -00358.64292 +00495.78 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92210 -00358.64328 +00495.83 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92132 -00358.64358 +00495.88 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.92060 -00358.64394 +00495.93 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91982 -00358.64424 +00495.98 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91904 -00358.64460 +00496.04 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91826 -00358.64490 +00496.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91754 -00358.64526 +00496.15 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91676 -00358.64556 +00496.20 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91598 -00358.64586 +00496.26 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91526 -00358.64622 +00496.32 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91448 -00358.64652 +00496.37 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91376 -00358.64688 +00496.44 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91298 -00358.64724 +00496.49 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91226 -00358.64754 +00496.55 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91148 -00358.64790 +00496.61 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.91076 -00358.64820 +00496.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90998 -00358.64856 +00496.74 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90926 -00358.64886 +00496.79 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90854 -00358.64922 +00496.86 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90776 -00358.64958 +00496.93 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90704 -00358.64988 +00497.00 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90626 -00358.65024 +00497.06 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90554 -00358.65060 +00497.12 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90482 -00358.65090 +00497.19 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90404 -00358.65126 +00497.26 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90332 -00358.65156 +00497.32 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90260 -00358.65192 +00497.39 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90188 -00358.65222 +00497.46 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90116 -00358.65258 +00497.52 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.90038 -00358.65288 +00497.58 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89966 -00358.65324 +00497.66 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89894 -00358.65354 +00497.72 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89822 -00358.65384 +00497.79 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89750 -00358.65414 +00497.85 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89678 -00358.65444 +00497.92 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89600 -00358.65468 +00497.98 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89528 -00358.65492 +00498.04 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89456 -00358.65516 +00498.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89384 -00358.65540 +00498.17 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89306 -00358.65558 +00498.22 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89234 -00358.65576 +00498.29 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89162 -00358.65588 +00498.36 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89090 -00358.65600 +00498.40 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.89018 -00358.65606 +00498.46 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88946 -00358.65612 +00498.52 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88874 -00358.65618 +00498.57 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88802 -00358.65618 +00498.64 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88730 -00358.65612 +00498.69 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88658 -00358.65606 +00498.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88586 -00358.65600 +00498.80 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88514 -00358.65588 +00498.87 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88442 -00358.65570 +00498.94 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88376 -00358.65552 +00499.01 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88304 -00358.65528 +00499.07 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88232 -00358.65504 +00499.13 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88166 -00358.65480 +00499.19 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88100 -00358.65444 +00499.24 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.88034 -00358.65408 +00499.31 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87968 -00358.65372 +00499.36 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87902 -00358.65330 +00499.42 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87836 -00358.65288 +00499.47 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87776 -00358.65240 +00499.53 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87710 -00358.65192 +00499.57 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87644 -00358.65138 +00499.61 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87584 -00358.65084 +00499.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87524 -00358.65024 +00499.73 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87464 -00358.64970 +00499.78 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87404 -00358.64904 +00499.80 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87344 -00358.64844 +00499.84 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87290 -00358.64778 +00499.89 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87236 -00358.64706 +00499.92 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87176 -00358.64634 +00499.96 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87122 -00358.64562 +00500.01 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87074 -00358.64484 +00500.05 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.87020 -00358.64406 +00500.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86972 -00358.64328 +00500.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86918 -00358.64244 +00500.12 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86870 -00358.64160 +00500.16 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86828 -00358.64070 +00500.20 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86786 -00358.63980 +00500.24 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86744 -00358.63890 +00500.26 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86702 -00358.63794 +00500.29 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86660 -00358.63698 +00500.33 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86624 -00358.63602 +00500.37 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86588 -00358.63506 +00500.40 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86552 -00358.63410 +00500.45 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86522 -00358.63308 +00500.47 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86486 -00358.63212 +00500.49 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86456 -00358.63110 +00500.52 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86426 -00358.63014 +00500.57 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86390 -00358.62912 +00500.61 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86360 -00358.62816 +00500.62 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86330 -00358.62720 +00500.70 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86294 -00358.62624 +00500.76 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86264 -00358.62528 +00500.80 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86228 -00358.62438 +00500.85 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86192 -00358.62342 +00500.89 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86156 -00358.62252 +00500.94 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86120 -00358.62168 +00501.00 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86078 -00358.62078 +00501.02 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.86036 -00358.61994 +00501.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85994 -00358.61910 +00501.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85952 -00358.61832 +00501.15 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85910 -00358.61748 +00501.17 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85862 -00358.61676 +00501.21 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85814 -00358.61598 +00501.25 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85766 -00358.61526 +00501.29 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85718 -00358.61454 +00501.29 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85670 -00358.61388 +00501.33 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85616 -00358.61322 +00501.35 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85562 -00358.61256 +00501.40 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85508 -00358.61196 +00501.44 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85454 -00358.61136 +00501.47 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85394 -00358.61082 +00501.49 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85340 -00358.61028 +00501.51 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85280 -00358.60974 +00501.55 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85220 -00358.60926 +00501.59 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85160 -00358.60884 +00501.61 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85100 -00358.60836 +00501.65 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.85040 -00358.60800 +00501.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84974 -00358.60758 +00501.69 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84914 -00358.60722 +00501.71 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84848 -00358.60692 +00501.73 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84782 -00358.60662 +00501.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84716 -00358.60632 +00501.79 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84650 -00358.60608 +00501.83 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84590 -00358.60584 +00501.86 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84518 -00358.60560 +00501.89 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84452 -00358.60542 +00501.92 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84386 -00358.60524 +00501.93 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84320 -00358.60512 +00501.95 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84248 -00358.60500 +00501.99 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84176 -00358.60494 +00501.98 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84110 -00358.60488 +00502.00 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.84044 -00358.60482 +00502.03 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83972 -00358.60476 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83906 -00358.60482 +00502.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83834 -00358.60488 +00502.14 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83762 -00358.60494 +00502.14 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83696 -00358.60506 +00502.17 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83624 -00358.60518 +00502.20 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83558 -00358.60536 +00502.21 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83486 -00358.60554 +00502.21 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83414 -00358.60572 +00502.20 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83342 -00358.60596 +00502.19 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83270 -00358.60620 +00502.17 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83204 -00358.60650 +00502.19 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83132 -00358.60674 +00502.19 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.83060 -00358.60704 +00502.16 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82988 -00358.60728 +00502.16 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82916 -00358.60758 +00502.14 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82844 -00358.60788 +00502.14 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82772 -00358.60818 +00502.13 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82700 -00358.60848 +00502.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82628 -00358.60878 +00502.12 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82556 -00358.60908 +00502.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82478 -00358.60938 +00502.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82406 -00358.60968 +00502.10 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82334 -00358.60998 +00502.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82262 -00358.61028 +00502.10 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82190 -00358.61058 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82112 -00358.61088 +00502.07 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.82040 -00358.61118 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81968 -00358.61148 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81890 -00358.61178 +00502.06 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81818 -00358.61208 +00502.07 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81746 -00358.61238 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81674 -00358.61262 +00502.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81596 -00358.61292 +00502.10 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81524 -00358.61322 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81452 -00358.61352 +00502.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81380 -00358.61382 +00502.08 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81302 -00358.61406 +00502.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81230 -00358.61436 +00502.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81158 -00358.61466 +00502.11 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81080 -00358.61496 +00502.13 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.81008 -00358.61526 +00502.14 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80936 -00358.61550 +00502.15 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80864 -00358.61580 +00502.17 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80792 -00358.61610 +00502.16 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80720 -00358.61640 +00502.17 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80642 -00358.61670 +00502.19 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80570 -00358.61694 +00502.20 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80498 -00358.61724 +00502.22 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80426 -00358.61754 +00502.21 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80354 -00358.61778 +00502.23 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80282 -00358.61808 +00502.23 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80210 -00358.61838 +00502.26 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80138 -00358.61862 +00502.26 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80066 -00358.61892 +00502.31 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.80000 -00358.61916 +00502.31 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79928 -00358.61946 +00502.37 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79856 -00358.61970 +00502.37 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79784 -00358.62000 +00502.38 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79712 -00358.62024 +00502.41 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79646 -00358.62048 +00502.42 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79574 -00358.62072 +00502.42 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79508 -00358.62096 +00502.45 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79436 -00358.62120 +00502.46 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79370 -00358.62150 +00502.48 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79298 -00358.62174 +00502.48 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79226 -00358.62198 +00502.50 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79160 -00358.62222 +00502.52 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79094 -00358.62246 +00502.54 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.79022 -00358.62270 +00502.54 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78956 -00358.62294 +00502.55 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78884 -00358.62318 +00502.56 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78818 -00358.62342 +00502.58 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78752 -00358.62366 +00502.59 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78680 -00358.62390 +00502.60 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78614 -00358.62408 +00502.59 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78548 -00358.62426 +00502.60 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78476 -00358.62444 +00502.62 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78410 -00358.62456 +00502.61 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78344 -00358.62468 +00502.63 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78272 -00358.62480 +00502.64 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78206 -00358.62486 +00502.63 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78140 -00358.62492 +00502.63 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78068 -00358.62498 +00502.64 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.78002 -00358.62498 +00502.63 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77936 -00358.62498 +00502.62 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77870 -00358.62492 +00502.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77798 -00358.62486 +00502.70 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77732 -00358.62480 +00502.70 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77666 -00358.62468 +00502.70 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77600 -00358.62450 +00502.72 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77528 -00358.62438 +00502.72 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77462 -00358.62420 +00502.74 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77396 -00358.62396 +00502.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77330 -00358.62372 +00502.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77264 -00358.62348 +00502.76 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77198 -00358.62318 +00502.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77132 -00358.62288 +00502.76 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77066 -00358.62258 +00502.77 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.77000 -00358.62228 +00502.79 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76934 -00358.62192 +00502.77 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76868 -00358.62150 +00502.78 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76802 -00358.62114 +00502.81 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76736 -00358.62072 +00502.78 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76676 -00358.62024 +00502.79 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76610 -00358.61982 +00502.80 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76544 -00358.61934 +00502.80 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76484 -00358.61880 +00502.79 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76424 -00358.61826 +00502.78 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76358 -00358.61772 +00502.76 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76298 -00358.61718 +00502.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76238 -00358.61658 +00502.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76178 -00358.61598 +00502.71 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76118 -00358.61532 +00502.71 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.76058 -00358.61466 +00502.68 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75998 -00358.61394 +00502.66 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75944 -00358.61328 +00502.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75890 -00358.61250 +00502.60 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75830 -00358.61172 +00502.59 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75776 -00358.61100 +00502.56 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75728 -00358.61016 +00502.54 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75674 -00358.60938 +00502.53 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75626 -00358.60854 +00502.50 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75578 -00358.60764 +00502.49 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75530 -00358.60680 +00502.52 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75482 -00358.60590 +00502.51 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75434 -00358.60500 +00502.49 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75392 -00358.60410 +00502.48 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75344 -00358.60314 +00502.51 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75302 -00358.60224 +00502.55 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75260 -00358.60128 +00502.59 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75212 -00358.60038 +00502.61 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75170 -00358.59942 +00502.64 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75128 -00358.59846 +00502.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75086 -00358.59750 +00502.67 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.75044 -00358.59654 +00502.71 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74996 -00358.59552 +00502.73 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74954 -00358.59456 +00502.75 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74912 -00358.59360 +00502.77 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74870 -00358.59258 +00502.82 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74828 -00358.59162 +00502.84 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74786 -00358.59060 +00502.86 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74738 -00358.58958 +00502.87 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74696 -00358.58856 +00502.96 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74654 -00358.58760 +00502.96 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74612 -00358.58658 +00502.98 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74570 -00358.58556 +00502.98 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74528 -00358.58454 +00503.01 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74480 -00358.58352 +00503.02 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74438 -00358.58244 +00503.04 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74396 -00358.58142 +00503.06 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74348 -00358.58040 +00503.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74306 -00358.57938 +00503.10 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74258 -00358.57830 +00503.09 +0.00000E+00 +0.00000E+00 
020 000000.00 +03025.74216 -00358.57728 +00503.11 +0.00000E+00 +0.00000E+00 
